|Posición|Descripcion|conc
5280|844340|"Máquinas y aparatos para imprimir, heliográficos """"huecograbado"""""""""|"844340 - Máquinas y aparatos para imprimir, heliográficos """"huecograbado"""""""""
5281|844351|Máquinas para imprimir por chorro de tinta|844351 - Máquinas para imprimir por chorro de tinta
5282|844359|Máquinas y aparatos para imprimir mediante caracteres de imprenta, clisés, planchas, cilindros ...|844359 - Máquinas y aparatos para imprimir mediante caracteres de imprenta, clisés, planchas, cilindros ...
5283|844360|Máquinas auxiliares para la impresión, exclusivamente concebidas para funcionar con máquinas ...|844360 - Máquinas auxiliares para la impresión, exclusivamente concebidas para funcionar con máquinas ...
5284|844390|Partes de máquinas y aparatos para imprimir y de sus máquinas y aparatos auxiliares, n.c.o.p.|844390 - Partes de máquinas y aparatos para imprimir y de sus máquinas y aparatos auxiliares, n.c.o.p.
5285|844391|Partes y accesorios de impresoras, cilindros y otros componentes de la impresora de la partida ...|844391 - Partes y accesorios de impresoras, cilindros y otros componentes de la impresora de la partida ...
5286|844399|Partes y accesorios de impresoras, fotocopiadoras y máquinas facsímiles, n.c.o.p. (exc. máquinaria ...|844399 - Partes y accesorios de impresoras, fotocopiadoras y máquinas facsímiles, n.c.o.p. (exc. máquinaria ...
5287|844400|Máquinas para extrudir, estirar, texturar o cortar materia textil sintética o artificial|844400 - Máquinas para extrudir, estirar, texturar o cortar materia textil sintética o artificial
5288|844511|Cardas para la preparación de materia textil|844511 - Cardas para la preparación de materia textil
5289|844512|Peinadoras para la preparación de materia textil|844512 - Peinadoras para la preparación de materia textil
5290|844513|Mecheras para la preparación de materia textil|844513 - Mecheras para la preparación de materia textil
5291|844519|Máquinas para la preparación de materia textil (exc. cardas, peinadoras y mecheras)|844519 - Máquinas para la preparación de materia textil (exc. cardas, peinadoras y mecheras)
5292|844520|Máquinas para hilar materia textil (exc. máquinas de extrusión y mecheras)|844520 - Máquinas para hilar materia textil (exc. máquinas de extrusión y mecheras)
5293|844530|Textil doblar o torcer las máquinas|844530 - Textil doblar o torcer las máquinas
5294|844540|Máquinas para bobinar, incluidas las canilleras, o devanar materia textil|844540 - Máquinas para bobinar, incluidas las canilleras, o devanar materia textil
5295|844590|Máquinas y aparatos para la fabricación de hilados textiles, así como máquinas para la preparación ...|844590 - Máquinas y aparatos para la fabricación de hilados textiles, así como máquinas para la preparación ...
5296|844610|Telares para tejidos de anchura <= 30 cm|844610 - Telares para tejidos de anchura <= 30 cm
5297|844621|Telares para tejidos de anchura > 30 cm, de lanzadera, de motor|844621 - Telares para tejidos de anchura > 30 cm, de lanzadera, de motor
5298|844629|Telares para tejidos de anchura > 30 cm, de lanzadera, de mano|844629 - Telares para tejidos de anchura > 30 cm, de lanzadera, de mano
5299|844630|Telares para tejidos de anchura > 30 cm, sin lanzadera|844630 - Telares para tejidos de anchura > 30 cm, sin lanzadera
5300|844711|Máquinas circulares de tricotar, con cilindro de diámetro <= 165 cm|844711 - Máquinas circulares de tricotar, con cilindro de diámetro <= 165 cm
5301|844712|Máquinas circulares de tricotar, con cilindro de diámetro > 165 cm|844712 - Máquinas circulares de tricotar, con cilindro de diámetro > 165 cm
5302|844720|Máquinas rectilíneas de tricotar; máquinas de coser por cadeneta|844720 - Máquinas rectilíneas de tricotar; máquinas de coser por cadeneta
5303|844790|Máquinas  de entorchar, para fabricar tul, encaje, bordados, pasamanería, trenzas,  redes o ...|844790 - Máquinas  de entorchar, para fabricar tul, encaje, bordados, pasamanería, trenzas,  redes o ...
5304|844811|Maquinitas para lizos mecanismos Jacquard; reductoras, perforadoras y copiadoras de cartones; ...|844811 - Maquinitas para lizos mecanismos Jacquard; reductoras, perforadoras y copiadoras de cartones; ...
5305|844819|Máquinas y aparatos auxiliares para las máquinas de las partidas 8444, 8445, 8446 u 8447 (exc. ...|844819 - Máquinas y aparatos auxiliares para las máquinas de las partidas 8444, 8445, 8446 u 8447 (exc. ...
5306|844820|Partes y accesorios de las máquinas para extrudir, estirar, texturar o cortar materia textil ...|844820 - Partes y accesorios de las máquinas para extrudir, estirar, texturar o cortar materia textil ...
5307|844831|Guarniciones de cardas para máquinas para la preparación de materia textil|844831 - Guarniciones de cardas para máquinas para la preparación de materia textil
5308|844832|Partes y accesorios de máquinas para la preparación de materia textil, n.c.o.p. (exc. guarniciones ...|844832 - Partes y accesorios de máquinas para la preparación de materia textil, n.c.o.p. (exc. guarniciones ...
5309|844833|Husos, aletas y anillos y cursores, para máquinas de la partida 8445|844833 - Husos, aletas y anillos y cursores, para máquinas de la partida 8445
5310|844839|Partes y accesorios para máquinas de la partida 8445 ó de sus máquinas o aparatos auxiliares, ...|844839 - Partes y accesorios para máquinas de la partida 8445 ó de sus máquinas o aparatos auxiliares, ...
5311|844841|Lanzaderas para telares|844841 - Lanzaderas para telares
5312|844842|Peines, lizos y cuadros de lizos, para telares|844842 - Peines, lizos y cuadros de lizos, para telares
5313|844849|Partes y accesorios de telares o de sus máquinas o aparatos auxiliares, n.c.o.p.|844849 - Partes y accesorios de telares o de sus máquinas o aparatos auxiliares, n.c.o.p.
5314|844851|Platinas, agujas y demás artículos que participen en la formación de mallas, para máquinas ...|844851 - Platinas, agujas y demás artículos que participen en la formación de mallas, para máquinas ...
5315|844859|Partes y accesorios para máquinas de la partida 8447, n.c.o.p.|844859 - Partes y accesorios para máquinas de la partida 8447, n.c.o.p.
5316|844900|Máquinas y aparatos para la fabricación o acabado del fieltro o tela sin tejer, en pieza o ...|844900 - Máquinas y aparatos para la fabricación o acabado del fieltro o tela sin tejer, en pieza o ...
5317|845011|Máquinas totalmente automáticas, para lavar ropa, de capacidad unitaria, expresada en peso ...|845011 - Máquinas totalmente automáticas, para lavar ropa, de capacidad unitaria, expresada en peso ...
5318|845012|Máquinas para lavar ropa, con secadora centrífuga incorporada (exc. máquinas totalmente au ...|845012 - Máquinas para lavar ropa, con secadora centrífuga incorporada (exc. máquinas totalmente au ...
5319|845019|Máquinas para lavar ropa, de capacidad unitaria, expresada en peso de ropa seca <= 6 kg (exc. ...|845019 - Máquinas para lavar ropa, de capacidad unitaria, expresada en peso de ropa seca <= 6 kg (exc. ...
5320|845020|Máquinas para lavar ropa, de capacidad unitaria, expresada en peso de ropa seca > 10 kg|845020 - Máquinas para lavar ropa, de capacidad unitaria, expresada en peso de ropa seca > 10 kg
5321|845090|Partes de máquinas para lavar ropa, n.c.o.p.|845090 - Partes de máquinas para lavar ropa, n.c.o.p.
5322|845110|Máquinas para limpieza en seco de manufacturas textiles|845110 - Máquinas para limpieza en seco de manufacturas textiles
5323|845121|Máquinas para secar ropa, de capacidad unitaria, expresada en peso de ropa seca <= 10 kg (exc. ...|845121 - Máquinas para secar ropa, de capacidad unitaria, expresada en peso de ropa seca <= 10 kg (exc. ...
5324|845129|Máquinas para secar hilados, telas o manufacturas textiles (exc. máquinas para secar ropa, ...|845129 - Máquinas para secar hilados, telas o manufacturas textiles (exc. máquinas para secar ropa, ...
5325|845130|Máquinas y prensas para planchar, incl. prensas para fijar (exc. ??calandrias)|845130 - Máquinas y prensas para planchar, incl. prensas para fijar (exc. ??calandrias)
5326|845140|Máquinas para lavar, blanquear o teñir hilados, telas o manufacturas textiles (exc. máquinas ...|845140 - Máquinas para lavar, blanquear o teñir hilados, telas o manufacturas textiles (exc. máquinas ...
5327|845150|Máquinas para enrollar, desenrollar, plegar, cortar o dentar telas|845150 - Máquinas para enrollar, desenrollar, plegar, cortar o dentar telas
5328|845180|Máquinas y aparatos para aprestar, acabar, recubrir o impregnar hilados, telas o manufacturas ...|845180 - Máquinas y aparatos para aprestar, acabar, recubrir o impregnar hilados, telas o manufacturas ...
5329|845190|Partes de máquinas y aparatos para lavar, limpiar, escurrir, secar, planchar, prensar, blanquear, ...|845190 - Partes de máquinas y aparatos para lavar, limpiar, escurrir, secar, planchar, prensar, blanquear, ...
5330|845210|Máquinas de coser domésticas|845210 - Máquinas de coser domésticas
5331|845221|Unidades automáticas para máquinas de coser industriales|845221 - Unidades automáticas para máquinas de coser industriales
5332|845229|Máquinas de coser industriales (exc. unidades automáticas)|845229 - Máquinas de coser industriales (exc. unidades automáticas)
5333|845230|Agujas para máquinas de|845230 - Agujas para máquinas de
5334|845240|Máquinas de coser (excepto las de coser pliegos de la partida 8440); muebles, basamentos y ...|845240 - Máquinas de coser (excepto las de coser pliegos de la partida 8440); muebles, basamentos y ...
5335|845290|Muebles, basamentos y tapas para máquinas de coser y sus partes, otras partes de máquinas de ...|845290 - Muebles, basamentos y tapas para máquinas de coser y sus partes, otras partes de máquinas de ...
5336|845310|Máquinas y aparatos para la preparación, curtido o trabajo de cuero o piel (exc. secadoras, ...|845310 - Máquinas y aparatos para la preparación, curtido o trabajo de cuero o piel (exc. secadoras, ...
5337|845320|Máquinas y aparatos para la fabricación o reparación de calzado de cuero o piel (exc. máquinas ...|845320 - Máquinas y aparatos para la fabricación o reparación de calzado de cuero o piel (exc. máquinas ...
5338|845380|Máquinas y aparatos para la fabricación o reparación de manufacturas de cuero o piel (exc. ...|845380 - Máquinas y aparatos para la fabricación o reparación de manufacturas de cuero o piel (exc. ...
5339|845390|Partes de máquinas y de aparatos para la preparación, curtido o trabajo de cuero o piel o para ...|845390 - Partes de máquinas y de aparatos para la preparación, curtido o trabajo de cuero o piel o para ...
5340|845410|Convertidores para metalurgia, acerías o fundiciones|845410 - Convertidores para metalurgia, acerías o fundiciones
5341|845420|Lingoteras y cucharas de colada para metalurgia, acerías o fundiciones|845420 - Lingoteras y cucharas de colada para metalurgia, acerías o fundiciones
5342|845430|"Máquinas de colar """"moldear"""", para metalurgia, acerías o fundiciones"""""|"845430 - Máquinas de colar """"moldear"""", para metalurgia, acerías o fundiciones"""""
5343|845490|"Partes de convertidores, de cucharas de colada, de lingoteras y de máquinas de colar """"moldear"""", ..."""|"845490 - Partes de convertidores, de cucharas de colada, de lingoteras y de máquinas de colar """"moldear"""", ..."""
5344|845510|Laminadores de tubos para tubos de metal|845510 - Laminadores de tubos para tubos de metal
5345|845521|Laminadores para metal, para laminar en caliente o combinados para laminar en caliente y en ...|845521 - Laminadores para metal, para laminar en caliente o combinados para laminar en caliente y en ...
5346|845522|Laminadores para metal, para laminar en frío (exc. laminadores de tubos)|845522 - Laminadores para metal, para laminar en frío (exc. laminadores de tubos)
5347|845530|Cilindros de laminadores para metal|845530 - Cilindros de laminadores para metal
5348|845590|Partes de laminadores para metal, n.c.o.p.|845590 - Partes de laminadores para metal, n.c.o.p.
5349|845610|"Máquinas herramienta que operen mediante láser u otros haces de luz o de fotones (exc. máquinas ..."""|"845610 - Máquinas herramienta que operen mediante láser u otros haces de luz o de fotones (exc. máquinas ..."""
5350|845611|Máquinas-herramienta para el trabajo de materiales por remoción de material, que funcionan ...|845611 - Máquinas-herramienta para el trabajo de materiales por remoción de material, que funcionan ...
5351|845612|Máquinas herramienta para trabajar materiales por remoción de material, operado por haces de ...|845612 - Máquinas herramienta para trabajar materiales por remoción de material, operado por haces de ...
5352|845620|Máquinas herramienta que operen por ultrasonido (exc. aparatos para limpieza por ultrasonido ...|845620 - Máquinas herramienta que operen por ultrasonido (exc. aparatos para limpieza por ultrasonido ...
5353|845630|Máquinas herramienta que operen por electroerosión|845630 - Máquinas herramienta que operen por electroerosión
5354|845640|Máquinas herramienta para trabajar materiales por remoción de material, operados por chorro ...|845640 - Máquinas herramienta para trabajar materiales por remoción de material, operados por chorro ...
5355|845650|Máquinas de corte a través de chorro de agua|845650 - Máquinas de corte a través de chorro de agua
5356|845690|Máquinas herramienta para trabajar cualquier metal por arranque de material, operado por procesos ...|845690 - Máquinas herramienta para trabajar cualquier metal por arranque de material, operado por procesos ...
5357|845691|"Aparatos para grabar en seco esquemas """"trazas"""" sobre material semiconductor"""""|"845691 - Aparatos para grabar en seco esquemas """"trazas"""" sobre material semiconductor"""""
5358|845699|Máquinas herramienta que trabajen por arranque de cualquier materia mediante procesos electroquímicos, ...|845699 - Máquinas herramienta que trabajen por arranque de cualquier materia mediante procesos electroquímicos, ...
5359|845710|Centros de mecanizado, para trabajar metal|845710 - Centros de mecanizado, para trabajar metal
5360|845720|Máquinas de puesto fijo, para trabajar metal|845720 - Máquinas de puesto fijo, para trabajar metal
5361|845730|Máquinas de puestos múltiples, para trabajar metal|845730 - Máquinas de puestos múltiples, para trabajar metal
5362|845811|Tornos horizontales, incl. los centros de torneado, que operen por arranque de metal, de control ...|845811 - Tornos horizontales, incl. los centros de torneado, que operen por arranque de metal, de control ...
5363|845819|Tornos horizontales que operen por arranque de metal sin control numérico|845819 - Tornos horizontales que operen por arranque de metal sin control numérico
5364|845891|Tornos, incl. los centros de torneado, que operen por arranque de metal, de control numérico ...|845891 - Tornos, incl. los centros de torneado, que operen por arranque de metal, de control numérico ...
5365|845899|Tornos, incl. los centros de torneado, que operen por arranque de metal (exc. de control numérico, ...|845899 - Tornos, incl. los centros de torneado, que operen por arranque de metal (exc. de control numérico, ...
5366|845910|Unidades de mecanizado de correderas, de taladrar, fresar o roscar metal|845910 - Unidades de mecanizado de correderas, de taladrar, fresar o roscar metal
5367|845921|Máquinas de taladrar metal, de control numérico (exc. unidades de mecanizado de correderas)|845921 - Máquinas de taladrar metal, de control numérico (exc. unidades de mecanizado de correderas)
5368|845929|Máquinas de taladrar metal, de control no numérico (exc. unidades de mecanizado de correderas, ...|845929 - Máquinas de taladrar metal, de control no numérico (exc. unidades de mecanizado de correderas, ...
5369|845931|Escariadoras-fresadoras, para metal, de control numérico (exc. unidades de mecanizado de c ...|845931 - Escariadoras-fresadoras, para metal, de control numérico (exc. unidades de mecanizado de c ...
5370|845939|Escariadoras-fresadoras, para metal, de control no numérico (exc. unidades de mecanizado de ...|845939 - Escariadoras-fresadoras, para metal, de control no numérico (exc. unidades de mecanizado de ...
5371|845940|Escariadoras para metal (exc. unidades de mecanizado de correderas y escariadoras-fresadoras)|845940 - Escariadoras para metal (exc. unidades de mecanizado de correderas y escariadoras-fresadoras)
5372|845941|Escariadoras para metal, de control numérico (exc. unidades de mecanizado de correderas y  ...|845941 - Escariadoras para metal, de control numérico (exc. unidades de mecanizado de correderas y  ...
5373|845949|Escariadoras para metal, de control no numérico (exc. unidades de mecanizado de correderas ...|845949 - Escariadoras para metal, de control no numérico (exc. unidades de mecanizado de correderas ...
5374|845951|Máquinas de fresar de consola, para metal, de control numérico|845951 - Máquinas de fresar de consola, para metal, de control numérico
5375|845959|Máquinas de fresar de consola, para metal, de control no numérico|845959 - Máquinas de fresar de consola, para metal, de control no numérico
5376|845961|Máquinas de fresar para metal, de control numérico (exc. unidades de mecanizado de correderas, ...|845961 - Máquinas de fresar para metal, de control numérico (exc. unidades de mecanizado de correderas, ...
5377|845969|Máquinas de fresar para metal, de control no numérico (exc. unidades de mecanizado de corredera, ...|845969 - Máquinas de fresar para metal, de control no numérico (exc. unidades de mecanizado de corredera, ...
5378|845970|"Máquinas de roscar """"incl. aterrajar"""" metal (exc. unidades de mecanizado de corredera)"""""|"845970 - Máquinas de roscar """"incl. aterrajar"""" metal (exc. unidades de mecanizado de corredera)"""""
5379|846011|Máquinas de rectificar superficies planas, para metal, en las que la posición de la pieza pueda ...|846011 - Máquinas de rectificar superficies planas, para metal, en las que la posición de la pieza pueda ...
5380|846012|Plana de la superficie de molienda máquinas para el acabado de metal, de control numérico|846012 - Plana de la superficie de molienda máquinas para el acabado de metal, de control numérico
5381|846019|Máquinas de rectificar superficies planas, para metal, en las que la posición de la pieza pueda ...|846019 - Máquinas de rectificar superficies planas, para metal, en las que la posición de la pieza pueda ...
5382|846021|Máquinas de rectificar para metal, en las que la posición de la pieza pueda reglarse en uno ...|846021 - Máquinas de rectificar para metal, en las que la posición de la pieza pueda reglarse en uno ...
5383|846022|Rectificado sin centros máquinas para el acabado de metal, de control numérico (excepto las ...|846022 - Rectificado sin centros máquinas para el acabado de metal, de control numérico (excepto las ...
5384|846023|Máquinas para rectificado cilíndrico para el acabado de metal, de control numérico (exc. máquinas ...|846023 - Máquinas para rectificado cilíndrico para el acabado de metal, de control numérico (exc. máquinas ...
5385|846024|Rectificadoras para el acabado de metal, de control numérico (exc. De la superficie plana, ...|846024 - Rectificadoras para el acabado de metal, de control numérico (exc. De la superficie plana, ...
5386|846029|Máquinas de rectificar para metal, en las que la posición de la pieza pueda reglarse en uno ...|846029 - Máquinas de rectificar para metal, en las que la posición de la pieza pueda reglarse en uno ...
5387|846031|Máquinas de afilar para metal, de control numérico|846031 - Máquinas de afilar para metal, de control numérico
5388|846039|Máquinas de afilar para metal, de control no numérico|846039 - Máquinas de afilar para metal, de control no numérico
5389|846040|"Máquinas de lapear """"bruñir"""", para metal (exc. máquinas para acabar engranajes)"""""|"846040 - Máquinas de lapear """"bruñir"""", para metal (exc. máquinas para acabar engranajes)"""""
5390|846090|Máquinas de desbarbar, amolar, pulir o hacer, para metal (exc. máquinas de rectificar en las ...|846090 - Máquinas de desbarbar, amolar, pulir o hacer, para metal (exc. máquinas de rectificar en las ...
5391|846110|Cepilladoras para metales.|846110 - Cepilladoras para metales.
5392|846120|Máquinas de limar o mortajar, para metal|846120 - Máquinas de limar o mortajar, para metal
5393|846130|Máquinas de brochar para metal|846130 - Máquinas de brochar para metal
5394|846140|Máquinas de tallar o acabar engranajes, para metal (exc. máquinas de cepillar, limar, mortajar ...|846140 - Máquinas de tallar o acabar engranajes, para metal (exc. máquinas de cepillar, limar, mortajar ...
5395|846150|Máquinas de aserrar o trocear, para metal (exc. máquinas accionadas manualmente)|846150 - Máquinas de aserrar o trocear, para metal (exc. máquinas accionadas manualmente)
5396|846190|Máquinas de cepillar y demás máquinas herramienta que operen por arranque de metal o cermet, ...|846190 - Máquinas de cepillar y demás máquinas herramienta que operen por arranque de metal o cermet, ...
5397|846210|Máquinas, incl. las prensas, de forjar o estampar; martillos pilón y otras máquinas de martillar|846210 - Máquinas, incl. las prensas, de forjar o estampar; martillos pilón y otras máquinas de martillar
5398|846211|Maquinas de forjar con matriz cerrada|846211 - Maquinas de forjar con matriz cerrada
5399|846219|Máquinas de conformado en caliente para forja, forja en matriz incl. prensas y martillos calientes ...|846219 - Máquinas de conformado en caliente para forja, forja en matriz incl. prensas y martillos calientes ...
5400|846221|Máquinas, incl. las prensas, para enrollar, curvar, plegar, enderezar o aplanar, de control ...|846221 - Máquinas, incl. las prensas, para enrollar, curvar, plegar, enderezar o aplanar, de control ...
5401|846222|Máquinas perfiladoras para productos planos|846222 - Máquinas perfiladoras para productos planos
5402|846223|Prensas plegadoras controladas numéricamente|846223 - Prensas plegadoras controladas numéricamente
5403|846224|Dobladoras de paneles controladas numéricamente|846224 - Dobladoras de paneles controladas numéricamente
5404|846225|Máquinas perfiladoras controladas numéricamente|846225 - Máquinas perfiladoras controladas numéricamente
5405|846226|Máquinas para doblar, plegar, enderezar o aplanar con control numérico para productos planos ...|846226 - Máquinas para doblar, plegar, enderezar o aplanar con control numérico para productos planos ...
5406|846229|Máquinas para doblar, plegar, enderezar o aplanar productos planos (exc. ​​Máquinas de control ...|846229 - Máquinas para doblar, plegar, enderezar o aplanar productos planos (exc. ​​Máquinas de control ...
5407|846231|Máquinas, incl. las prensas, de cizallar, de control numérico, para trabajar metal (exc. máquinas ...|846231 - Máquinas, incl. las prensas, de cizallar, de control numérico, para trabajar metal (exc. máquinas ...
5408|846232|Líneas de corte longitudinal y líneas de corte longitudinal, para productos planos|846232 - Líneas de corte longitudinal y líneas de corte longitudinal, para productos planos
5409|846233|Cizallas de control numérico para productos planos (exc. ​​prensas y máquinas combinadas de ...|846233 - Cizallas de control numérico para productos planos (exc. ​​prensas y máquinas combinadas de ...
5410|846239|Cizallas, para productos planos (exc. ​​líneas de corte longitudinal, líneas de corte longitudinal, ...|846239 - Cizallas, para productos planos (exc. ​​líneas de corte longitudinal, líneas de corte longitudinal, ...
5411|846241|Máquinas, incl. las prensas, de punzonar o entallar, incl. las combinadas de cizallar y punzonar, ...|846241 - Máquinas, incl. las prensas, de punzonar o entallar, incl. las combinadas de cizallar y punzonar, ...
5412|846242|Máquinas herramienta de forjar o estampar, martillos pilón y otras máquinas de martillar, para trabajar metal (excepto los laminadores); máquinas herramienta de enrollar, curvar, plegar, enderezar, aplanar, cizallar, punzonar, entallar o mordiscar, metal (excepto los bancos de estirar); prensas para trabajar metal o carburos metálicos, no expresadas anteriormente.  Máquinas (excepto las prensas) de punzonar, entallar o mordiscar, para productos planos, incluso las combinadas de cizallar y punzonar. De control numérico.|846242 - Máquinas herramienta de forjar o estampar, martillos pilón y otras máquinas de martillar, para trabajar metal (excepto los laminadores); máquinas herramienta de enrollar, curvar, plegar, enderezar, aplanar, cizallar, punzonar, entallar o mordiscar, metal (excepto los bancos de estirar); prensas para trabajar metal o carburos metálicos, no expresadas anteriormente.  Máquinas (excepto las prensas) de punzonar, entallar o mordiscar, para productos planos, incluso las combinadas de cizallar y punzonar. De control numérico.
5413|846249|Máquinas de punzonar, entallar o mordisquear para productos planos incl. Máquinas combinadas ...|846249 - Máquinas de punzonar, entallar o mordisquear para productos planos incl. Máquinas combinadas ...
5414|846251|Máquinas para trabajar tubo, tubería, sección hueca y barra, de control numérico (exc. las ...|846251 - Máquinas para trabajar tubo, tubería, sección hueca y barra, de control numérico (exc. las ...
5415|846259|Máquinas para trabajar tubos, tuberías, perfiles huecos y barras (exc. las prensas y de control ...|846259 - Máquinas para trabajar tubos, tuberías, perfiles huecos y barras (exc. las prensas y de control ...
5416|846261|Prensas hidráulicas para trabajar metales en frío|846261 - Prensas hidráulicas para trabajar metales en frío
5417|846262|Prensas mecánicas.|846262 - Prensas mecánicas.
5418|846263|Servoprensas para trabajar metales en frío|846263 - Servoprensas para trabajar metales en frío
5419|846269|Prensas para trabajar metales en frío (exc. ​​Prensas hidráulicas, mecánicas y servoprensas)|846269 - Prensas para trabajar metales en frío (exc. ​​Prensas hidráulicas, mecánicas y servoprensas)
5420|846290|Máquinas herramientas, incl. las prensas, para trabajar metal por forja, martilleo o estampación ...|846290 - Máquinas herramientas, incl. las prensas, para trabajar metal por forja, martilleo o estampación ...
5421|846291|Prensas hidráulicas, para trabajar metales (exc. prensas de forjar, estampar, enrollar, curvar, ...|846291 - Prensas hidráulicas, para trabajar metales (exc. prensas de forjar, estampar, enrollar, curvar, ...
5422|846299|Prensas no hidráulicas, para trabajar metal (exc. prensas de forjar, estampar, enrollar, curvar, ...|846299 - Prensas no hidráulicas, para trabajar metal (exc. prensas de forjar, estampar, enrollar, curvar, ...
5423|846310|Bancos de estirar barras, tubos, perfiles, alambre o simil., de metal|846310 - Bancos de estirar barras, tubos, perfiles, alambre o simil., de metal
5424|846320|Máquinas laminadoras para hacer roscas, para trabajar metal|846320 - Máquinas laminadoras para hacer roscas, para trabajar metal
5425|846330|Máquinas para trabajar alambres, que no trabajen por arranque de materia (exc. bancos de estirar ...|846330 - Máquinas para trabajar alambres, que no trabajen por arranque de materia (exc. bancos de estirar ...
5426|846390|Máquinas herramienta para trabajar metal, carburos metálicos sinterizados o cermet, sin remover ...|846390 - Máquinas herramienta para trabajar metal, carburos metálicos sinterizados o cermet, sin remover ...
5427|846410|Máquinas de aserrar para trabajar piedra, cerámica, hormigón, amiantocemento o materias minerales ...|846410 - Máquinas de aserrar para trabajar piedra, cerámica, hormigón, amiantocemento o materias minerales ...
5428|846420|Máquinas de amolar o pulir, para trabajar piedra, cerámica, hormigón, amiantocemento o materias ...|846420 - Máquinas de amolar o pulir, para trabajar piedra, cerámica, hormigón, amiantocemento o materias ...
5429|846490|"Máquinas herramienta para trabajar piedra, hormigón, amiantocemento o materias minerales simil. ..."""|"846490 - Máquinas herramienta para trabajar piedra, hormigón, amiantocemento o materias minerales simil. ..."""
5430|846510|Máquinas herramienta, para trabajar madera, plástico rígido o materias duras simil., que efectúen ...|846510 - Máquinas herramienta, para trabajar madera, plástico rígido o materias duras simil., que efectúen ...
5431|846520|Centros de mecanizado para trabajar madera, corcho, hueso, caucho endurecido, plástico rígido ...|846520 - Centros de mecanizado para trabajar madera, corcho, hueso, caucho endurecido, plástico rígido ...
5432|846591|Máquinas de aserrar para trabajar madera, plástico rígido o materias duras simil. (exc. accionadas ...|846591 - Máquinas de aserrar para trabajar madera, plástico rígido o materias duras simil. (exc. accionadas ...
5433|846592|Máquinas de cepillar; máquinas de fresar o moldurar, para trabajar madera, plástico rígido ...|846592 - Máquinas de cepillar; máquinas de fresar o moldurar, para trabajar madera, plástico rígido ...
5434|846593|Máquinas de amolar, lijar o pulir, para trabajar madera, plástico rígido o materias duras simil. ...|846593 - Máquinas de amolar, lijar o pulir, para trabajar madera, plástico rígido o materias duras simil. ...
5435|846594|Máquinas de curvar o ensamblar, para trabajar madera, plástico rígido o materias duras simil. ...|846594 - Máquinas de curvar o ensamblar, para trabajar madera, plástico rígido o materias duras simil. ...
5436|846595|Máquinas de taladrar o mortajar, para trabajar madera, plástico rígido o materias duras simil. ...|846595 - Máquinas de taladrar o mortajar, para trabajar madera, plástico rígido o materias duras simil. ...
5437|846596|Máquinas de hendir, rebanar o desenrollar la madera|846596 - Máquinas de hendir, rebanar o desenrollar la madera
5438|846599|Máquinas herramienta para trabajar madera, corcho, hueso, caucho endurecido, plásticos duros ...|846599 - Máquinas herramienta para trabajar madera, corcho, hueso, caucho endurecido, plásticos duros ...
5439|846610|Portaútiles para máquinas herramienta y para herramientas de mano de cualquier tipo; dispositivos ...|846610 - Portaútiles para máquinas herramienta y para herramientas de mano de cualquier tipo; dispositivos ...
5440|846620|Portapiezas para máquinas herramienta|846620 - Portapiezas para máquinas herramienta
5441|846630|Divisores y demás dispositivos especiales para montar en máquinas herramienta, n.c.o.p.|846630 - Divisores y demás dispositivos especiales para montar en máquinas herramienta, n.c.o.p.
5442|846691|Partes y accesorios de máquinas herramienta para trabajar piedra, cerámica, hormigón, amiantocemento ...|846691 - Partes y accesorios de máquinas herramienta para trabajar piedra, cerámica, hormigón, amiantocemento ...
5443|846692|Partes y accesorios de máquinas herramienta para trabajar madera, corcho, hueso, caucho endurecido, ...|846692 - Partes y accesorios de máquinas herramienta para trabajar madera, corcho, hueso, caucho endurecido, ...
5444|846693|Partes y accesorios de máquinas herramienta para trabajar metales, nep|846693 - Partes y accesorios de máquinas herramienta para trabajar metales, nep
5445|846694|Partes y accesorios de máquinas herramienta para trabajar metal sin arranque de materia, n.c.o.p.|846694 - Partes y accesorios de máquinas herramienta para trabajar metal sin arranque de materia, n.c.o.p.
5446|846711|Herramientas neumáticas, de uso manual, rotativas, incl. de percusión|846711 - Herramientas neumáticas, de uso manual, rotativas, incl. de percusión
5447|846719|Herramientas neumáticas, de uso manual, no rotativas|846719 - Herramientas neumáticas, de uso manual, no rotativas
5448|846721|Taladros de toda clase, incl. las perforadoras rotativas, con motor eléctrico incorporado, ...|846721 - Taladros de toda clase, incl. las perforadoras rotativas, con motor eléctrico incorporado, ...
5449|846722|Sierras, incl. las tronzadoras, con motor eléctrico incorporado, de uso manual|846722 - Sierras, incl. las tronzadoras, con motor eléctrico incorporado, de uso manual
5450|846729|Herramientas con motor eléctrico incorporado, de uso manual (exc. taladros de toda clase, incl. ...|846729 - Herramientas con motor eléctrico incorporado, de uso manual (exc. taladros de toda clase, incl. ...
5451|846781|Sierras o tronzadoras, de cadena, de uso manual, con motor incorporado que no sea eléctrico|846781 - Sierras o tronzadoras, de cadena, de uso manual, con motor incorporado que no sea eléctrico
5452|846789|Herramientas de uso manual, hidráulicas o con motor incorporado que no sea eléctrico (exc. ...|846789 - Herramientas de uso manual, hidráulicas o con motor incorporado que no sea eléctrico (exc. ...
5453|846791|Partes de sierras o tronzadoras de cadena, con motor incorporado, de uso manual, incl. eléctrico, ...|846791 - Partes de sierras o tronzadoras de cadena, con motor incorporado, de uso manual, incl. eléctrico, ...
