Pais|Abonos|Abrigos y similares|Acabados para la construcción|Accesorios|Accesorios (moda)|Aceite de palma|Aceites esenciales y resinoides|Aceites minerales y ceras.|Adhesivos y materias albuminoideas|Aeronaves y sus partes|Alfombras|Algodón y demás fibras vegetales de uso textil|Alimentos para animales|Aluminio (artículos industriales)|Aluminio (materiales de construcción)|Amianto (artículos industriales)|Amianto (materiales de construcción)|Animales vivos (avícola)|Animales vivos (bovinos)|Animales vivos (equinos)|Animales vivos (los demás)|Animales vivos (ovinos o caprinos)|Animales vivos (peces)|Animales vivos (porcinos)|Aparatos eléctricos|Armas|Artículos de oficina|Artículos del hogar|Artículos para fotografía y cine|Artículos promocionales|Atunes frescos, congelados o refrigerados|Automóviles de turismo y uso familiar|Azúcar de caña|Banano|Barcos y sus partes|Bebidas alcohólicas|Bebidas no alcohólicas|Betunes, abrillantadores y preparaciones similares|Bicicletas|Bisutería|Bordados|Cables y redes|Cacao|Café verde|Calcetería|Calzado|Camarones, crustáceos, langostinos y moluscos|Camisas|Carnes y despojos comestibles (avícola)|Carnes y despojos comestibles (bovino)|Carnes y despojos comestibles (otros)|Carnes y despojos comestibles (porcino)|Cartulinas para plegadizas|Caucho (artículos industriales)|Caucho (plástico y caucho)|Caucho y sus manufacturas|Cemento|Ceras|Cereales|Cerámica|Cerámica, arcilla y piedra|Cestería|Cintas y cordeles|Cobre|Conductores eléctricos|Confitería de azúcar|Confitería de cacao|Corcho (artículos industriales)|Cosméticos|Cueros en bruto y preparados|Demás manufacturas u objetos de adorno|Demás papeles y cartones|Derivados de café|Derivados del cacao|Desinfectantes|Desperdicios|Desperdicios y desechos de minerales metálicos|Dispositivos Médicos|Dotaciones hoteleras|Editorial|Electrodomésticos|Encajes|Encajes hechos a mano|Envases y empaques de aluminio|Envases y empaques de corcho|Envases y empaques de fibras naturales y sintéticas|Envases y empaques de hierro o acero|Envases y empaques de madera|Envases y empaques de metal común|Envases y empaques de papel y cartón|Envases y empaques de plomo|Envases y empaques de plástico|Envases y empaques de vidrio|Especias|Estatuillas|Extractos, pigmentos y pinturas|Fajas y ropa de control|Fertilizantes|Fibras|Fieltro|Filetes de pescado|Flores artificiales|Flores frescas|Follajes|Frutas frescas|Frutas y hortalizas procesadas|Fungicidas|Grasas y aceites animales o vegetales, productos de|Guata|Herbicidas|Herramientas|Hierbas aromáticas|Hierro y acero|Hilados|Industria del tabaco|Insecticidas|Instrumentos, aparatos y prótesis|Insumos|Insumos para la industria grafica|Jeans|Joyería|Leche|Legumbres y hortalizas frescas|Llantas neumáticas|Locomotoras y sus partes|Los demás (agroindustrial)|Los demás (agrícola)|Los demás metales comunes|Los demás pescados frescos, congelados o refrigerados|Madera (materiales de construcción)|Madera (muebles y maderas)|Mantas|Mantequilla y espacibles|Manufactura de vidrio|Manufacturas de cuero|Manufacturas de hierro o acero|Maquinaria agrícola|Maquinaria industrial|Medición|Metal|Metalurgia|Mica|Mobiliario hospitalario|Motocicletas|Motores y sus partes|Muebles - hogar|Muebles - oficina|Níquel y plomo|Orfebrería|Otras Autopartes|Otras confecciones|Otros aceites y grasas|Otros aceites y lubricantes|Otros agroquímicos de protección|Otros artículos impresos|Otros artículos industriales|Otros lácteos|Otros metales comunes|Otros papeles y cartones|Otros productos de aseo|Otros textiles|Panela y otros edulcorantes|Papeles corrugados|Papeles para empaques|Papeles para imprenta|Partes de otros medios de transporte|Partes de otros medios de transporte de vehículos|Partes y accesorios de motocicletas|Partes y accesorios de vehículos|Pastas para moldear y demás preparaciones para odontología|Peletería (cuero manufacturas de cuero)|Pescados y subproductos de pescado secos, salados, ahumados|Plantas vivas|Plástico en formas primarias|Plástico y caucho (artículos industriales)|Plástico y caucho (materiales de construcción)|Plástico y sus manufacturas|Plátano|Prefabricados|Preparaciones alimenticias diversas|Prod. Animal, veg. y minerales|Productos audiovisuales|Productos capilares|Productos cárnicos|Productos de aseo personal|Productos de panadería y molinería|Productos diversos de las industrias químicas.|Productos editoriales|Productos farmacéuticos|Productos farmacéuticos veterinarios|Productos procesados del mar|Productos químicos inorgánicos|Productos químicos orgánicos|Pólvoras y explosivos, artículos de pirotecnia|Queso|Raticidas|Remolques y semirremolques|Revestimientos|Ropa casual femenina|Ropa casual masculina|Ropa de bebe - infantil|Ropa de hogar|Ropa deportiva|Ropa formal femenina|Ropa formal masculina|Ropa interior y pijamas|Seguridad|Semillas y frutos oleaginosos|Subproductos de origen animal (avícola)|Subproductos de origen animal (otros)|Suéteres y chalecos|T-shirts camisetas|Tabaco|Tanques y vehículos blindados de combate|Tapicería|Telas y tejidos|Telecomunicaciones y sonido|Textiles|Tractores|Transporte de mercancías|Transporte de pasajeros|Trenzas y artículos similares|Vehículos eléctricos|Vehículos para usos especiales|Vestidos de baño y ropa de playa|Vidrio (artículos industriales)|Vidrio (materiales de construcción)|Yeso|Óptico
Afganistán|0.15253466|0.0977282|0.035547763|0.098939367|0.093041867|0.09332744|0.094772719|0.13738386|0.09768793|0.045662683|0.11596665|0.10401538|0.072196752|0.10152242|0.116557|0.1158992|0.094972439|0.088227101|0.097775839|0.091994278|0.092073068|0.21815857|0.077590704|0.14418846|0.066405535|0.093481913|0.042104386|0.039430901|0.11450355|0.084474467|0.10098018|0.080677181|0.091366857|0.077823326|0.10852861|0.093019731|0.090992041|0.098955624|0.10099018|0.094818696|0.10861658|0.10948438|0.085325137|0.068137169|0.08422631|0.096062139|0.093877248|0.070831306|0.096262954|0.078116149|0.098895378|0.1007514|0.10433492|0.099073656|0.23235938|0.085289851|0.11810686|0.10482536|0.092114225|0.092494436|0.10482842|0.089974448|0.10852067|0.097318672|0.082489133|0.080242679|0.08866407|0.14575939|0.09246204|0.064023063|0.11071029|0.043250669|0.069561243|0.084984444|0.11798106|0.10501828|0.079440407|0.094756573|0.10851225|0.10697907|0.088453248|0.092748001|0.38246125|0.11391301|0.38695562|0.10287192|0.10013498|0.15017734|0.11183959|0.099198252|0.1020308|0.07667388|0.10432668|0.11314613|0.048888735|0.08011768|0.085586756|0.10541233|0.097286746|0.15582022|0.097724125|0.088575087|0.52918035|0.0775754|0.071824558|0.079962686|0.072787598|0.09713155|0.11652058|0.096338809|0.085426129|0.095574334|0.10398619|0.11141622|0.09858346|0.081467733|0.09646076|0.095296003|0.10223508|0.087257601|0.10188875|0.093080804|0.097032905|0.089459457|0.12297819|0.10219307|0.099946186|0.167375|0.10102572|0.096998714|0.080636278|0.11203195|0.11160877|0.15317234|0.091002002|0.045375653|0.088608943|0.064540155|0.046089072|0.11805855|0.050190344|0.14342579|0.11360466|0.091175646|0.093118414|0.028636375|0.040375441|0.144775|0.04543725|0.57892364|0.079220548|0.1045359|0.10097398|0.098706141|0.10629702|0.1089994|0.08917053|0.10272644|0.082436368|0.08820843|0.10142121|0.095671922|0.10222362|0.10128684|0.10221916|0.1441803|0.10897651|0.1061491|0.091988929|0.14998835|0.082834668|0.097894363|0.095113352|0.079681911|0.10471003|0.041779775|0.049118575|0.10182066|0.80485201|0.079080701|0.12152456|0.22591895|0.098316416|0.09095937|0.099133745|0.083080709|0.070509151|0.10578342|0.086251944|0.099372283|0.10803013|0.080395795|0.079415724|0.10096891|0.10265641|0.10079409|0.043022901|0.10826099|0.045072228|0.095684089|0.10787444|0.084241137|0.11663483|0.050123494|0.094484165|0.078553423|0.1449338|0.092129052|0.096154235|0.07708282|0.087573595|0.084318891|0.10059414|0.10363451|0.097903639|0.087679729|0.040619582|0.15710297|0.09374626|0.10021677|0.094698712|0.10552926|0.10006022|0.1127022|0.074695185|0.10530041|0.09734942|0.10783952|0.10824904
Albania|0.35435173|0.18340303|0.24031971|0.26906323|0.24240652|0.26657993|0.19027026|0.34389305|0.26466709|0.26344848|0.28751022|0.2824012|0.23808601|0.2828151|0.29265976|0.33051413|0.27364424|0.2651242|0.26778355|0.27028161|0.26414949|0.45562652|0.2388359|0.34315741|0.17577587|0.26740327|0.2566337|0.21320954|0.2909072|0.24490137|0.28348735|0.57047707|0.6458143|0.58039534|0.28764743|0.2677812|0.26163286|0.27812374|0.19003318|0.26152578|0.28341371|0.29768488|0.25772539|0.51484823|0.1873019|0.19195125|0.27196473|0.45927751|0.29962137|0.22815363|0.28223589|0.28438827|0.28077838|0.26544991|0.45399433|0.19410437|0.28931075|0.30584222|0.27263427|0.26417175|0.27065077|0.26220113|0.28791803|0.17617245|0.16937514|0.16142207|0.17483763|0.34926537|0.58750963|0.571468|0.28430068|0.26622242|0.21451652|0.24212728|0.29499072|0.28219441|0.26731417|0.26281488|0.28457242|0.28579637|0.25549108|0.27252784|0.63730639|0.29157227|0.64629513|0.27845913|0.27227211|0.36255956|0.2872735|0.18747106|0.30523235|0.18605106|0.31316781|0.28953949|0.28574982|0.24555832|0.2467033|0.60037464|0.27531794|0.36902368|0.26997453|0.25545666|0.41630322|0.22862718|0.2198801|0.22767268|0.23699272|0.26987016|0.29856139|0.30781603|0.22780803|0.18399219|0.26020169|0.27462682|0.27970704|0.25589502|0.20462346|0.26818472|0.27412161|0.17765319|0.2783421|0.27127606|0.26538748|0.26727167|0.33491191|0.26362967|0.27154553|0.38112655|0.27432925|0.27602994|0.18042962|0.2971186|0.31389302|0.36743703|0.25131249|0.16422357|0.2279374|0.47552222|0.17073219|0.29717243|0.16238216|0.35812044|0.29307911|0.27138186|0.17272629|0.18257594|0.18363266|0.34410042|0.27613398|0.18713167|0.16594729|0.26664245|0.27103183|0.27367455|0.21239452|0.32940218|0.26944798|0.27882877|0.18269838|0.24684168|0.27520013|0.25681436|0.27887633|0.27834389|0.27043474|0.34676349|0.31200886|0.28513691|0.1887494|0.35675773|0.25182229|0.28089124|0.24762857|0.18684331|0.26995775|0.24395561|0.21809183|0.27450594|0.26567996|0.22368148|0.30116987|0.46338695|0.26885679|0.26605728|0.27174437|0.18840426|0.23281136|0.19059855|0.16999796|0.29810479|0.28905135|0.22688717|0.1753045|0.27582154|0.27910191|0.2743963|0.27767426|0.27150685|0.16926435|0.18464097|0.28752816|0.25911301|0.29545599|0.15947258|0.186308|0.16493207|0.34429756|0.25885999|0.27315968|0.24725276|0.17915642|0.17658417|0.28191406|0.27985963|0.27540678|0.24544483|0.19219181|0.36032754|0.29670796|0.27720416|0.26900655|0.27774391|0.27715471|0.29076919|0.47693157|0.28316629|0.26978052|0.28689957|0.28249514
Alemania|0.17185408|0.69424272|0.55561835|0.70418638|0.76252615|0.70942503|0.57970643|0.20021039|0.69630611|0.59794307|0.7266717|0.508219|0.72511691|0.45165542|0.77802849|0.24255204|0.48230687|0.46520102|0.47173166|0.49323848|0.84281301|0.83336997|0.86244416|0.63565445|0.61078084|0.44850999|0.71095252|0.68318009|0.40465656|0.70727366|0.47918752|0.7709924|0.803783|0.98133016|0.84555089|0.76450735|0.655038|0.42133549|0.42496714|0.72491014|0.68417037|0.38105565|0.72668409|0.85682619|0.62929171|0.60275936|0.4728502|0.6867075|0.34941137|0.42044047|0.49303797|0.50161672|0.75791132|0.64620942|0.50467998|0.62361991|0.77603996|0.61433196|0.67285049|0.57300848|0.55011266|0.6319986|0.46061045|0.61287206|0.50006288|0.57846642|0.70017982|0.21873337|0.67797291|0.8109889|0.7426644|0.74894243|0.76317894|0.84777701|0.42891186|0.50792468|0.57094151|0.79392338|0.463265|0.61687768|0.66496563|0.76700568|0.69881785|0.44052258|0.70555949|0.61485839|0.60477746|0.7970072|0.44994575|0.68057793|0.18476912|0.83627558|0.62952644|0.41990212|0.79238665|0.5584991|0.65653509|0.65130293|0.41179496|0.25252563|0.69873983|0.76030266|0.67269146|0.68009603|0.81512845|0.64943987|0.69259131|0.70341361|0.47392792|0.21597604|0.60682625|0.79499286|0.65407503|0.73565042|0.72676712|0.72114348|0.72081614|0.41725329|0.83674133|0.74925113|0.42578828|0.41893947|0.61686915|0.58881348|0.74455881|0.80097115|0.40258044|0.29194888|0.725811|0.6782797|0.7704044|0.76904941|0.36343861|0.25875384|0.64734507|0.57693267|0.52627915|0.67535031|0.64854735|0.49922603|0.50847304|0.2431601|0.46108696|0.63065517|0.71242321|0.58110529|0.56161821|0.73922443|0.80846608|0.71464342|0.70269668|0.75073332|0.64401066|0.39041692|0.66207296|0.098861486|0.43421453|0.60514283|0.63639092|0.67017519|0.57659829|0.66710669|0.75034869|0.42670631|0.7232818|0.25566867|0.35968423|0.65607423|0.64404148|0.19397889|0.61316174|0.77813518|0.77113664|0.66773415|0.71336269|0.58855397|0.68723392|0.73707616|0.40444148|0.70403302|0.50357211|0.83112782|0.76527822|0.45749265|0.60810602|0.56003225|0.612746|0.43324819|0.72424245|0.34939286|0.76528394|0.64188105|0.74606454|0.40525767|0.40020007|0.61630332|0.44092369|0.66656333|0.65467298|0.78327113|0.83555055|0.72312975|0.71875757|0.77688646|0.68370646|0.6723336|0.39042646|0.76859576|0.50170374|0.72849739|0.67414844|0.80683112|0.89964771|0.45875853|0.51368749|0.65207517|0.7289291|0.63531911|0.21346587|0.65078521|0.43746093|0.67548621|0.44309679|0.3972685|0.72887075|0.40992913|0.60269845|0.42847306|0.72053963
Andorra|0.43019351|0.29985893|0.28416687|0.3098121|0.27934104|0.30678242|0.30469936|0.41891491|0.30729437|0.3067624|0.33465406|0.32420376|0.27669337|0.32578924|0.33534947|0.40298015|0.31780419|0.30856889|0.31296992|0.31294817|0.30478168|0.5234834|0.27962103|0.39773998|0.20998964|0.30787534|0.29557833|0.24393174|0.33371824|0.2862604|0.32380515|0.28431645|0.27116212|0.27257448|0.32482624|0.31083402|0.30168644|0.3202416|0.32329208|0.30628559|0.32467356|0.3434431|0.29982653|0.23652142|0.30290934|0.29783511|0.31993866|0.25853208|0.3801339|0.26669785|0.32603535|0.33279151|0.32360542|0.30739936|0.54230773|0.28834298|0.32825279|0.37553874|0.31844285|0.30464306|0.31281185|0.31186247|0.33012825|0.30476904|0.27407718|0.21642056|0.2809079|0.4248842|0.2949585|0.26708221|0.32912368|0.30992863|0.25191608|0.28664699|0.33804598|0.32350942|0.34161982|0.30811927|0.3263413|0.32328853|0.29365769|0.31355375|0.74306095|0.33174354|0.74980259|0.32094109|0.31292877|0.42783406|0.32969368|0.30970883|0.38072851|0.2687152|0.37075749|0.32920054|0.3283729|0.27859691|0.28743657|0.30392376|0.31473541|0.44359773|0.31335378|0.29804459|0.59233451|0.27116081|0.26210985|0.26976311|0.27358285|0.31301135|0.33959493|0.37272578|0.25252485|0.30373767|0.300767|0.32202688|0.32261303|0.29657102|0.29741693|0.3104828|0.31601572|0.28334624|0.32117319|0.3183898|0.30766547|0.30974674|0.38521421|0.30673411|0.31422758|0.45682523|0.32037508|0.31989995|0.28247386|0.34162185|0.39621475|0.43705088|0.29710889|0.23730126|0.26758748|0.20406385|0.24699593|0.34017208|0.281055|0.42924604|0.33622408|0.31391805|0.27352571|0.28874305|0.27827346|0.4175995|0.31893015|0.26787037|0.25673288|0.31674334|0.31309262|0.31500342|0.32115033|0.38981026|0.31873938|0.32285681|0.29029101|0.29105842|0.31785694|0.29889658|0.3186419|0.31961089|0.31265667|0.41528398|0.38877526|0.32808578|0.2997905|0.43054599|0.29659754|0.32545587|0.28984836|0.25760579|0.31593668|0.28239602|0.25410274|0.31672198|0.31237385|0.26856828|0.34438369|0.52900171|0.3088699|0.30743837|0.31168818|0.26219469|0.26415023|0.32284895|0.25410774|0.38575554|0.33596557|0.26356736|0.23921506|0.31486163|0.32775256|0.31698188|0.32043114|0.31667897|0.28161177|0.3004052|0.33298758|0.30579099|0.34057984|0.25836328|0.29700246|0.27386034|0.42453855|0.30004871|0.31440592|0.29026234|0.28698492|0.26896101|0.32265699|0.32079136|0.31685358|0.2825852|0.2295576|0.412141|0.37568808|0.31934679|0.31006926|0.32110876|0.32067898|0.33334693|0.24936822|0.32027501|0.31145927|0.32897386|0.33206671
Angola|0.3371374|0.25443542|0.2299768|0.25838792|0.51189226|0.25603566|0.25216854|0.32239103|0.25183687|0.25269574|0.27691439|0.27201092|0.22738658|0.27214387|0.28205672|0.30801192|0.2632263|0.25487781|0.25711948|0.25968415|0.25350219|0.43952563|0.2281519|0.33077765|0.61408478|0.25679436|0.24639107|0.43483058|0.28027508|0.23407976|0.27291542|0.23307285|0.49658239|0.22802867|0.27675283|0.2570911|0.25112432|0.26765788|0.27403226|0.25096402|0.27315357|0.28634593|0.24726349|0.19034006|0.25189769|0.63255262|0.26116985|0.20817371|0.27734032|0.75676346|0.27136669|0.27349043|0.27014238|0.25672883|0.42813805|0.66925156|0.27853104|0.28400424|0.261821|0.25356305|0.5850181|0.24929714|0.27742997|0.67790318|0.22841576|0.65176368|0.23421437|0.32762021|0.24492046|0.22052951|0.27372375|0.25591332|0.20410675|0.23162308|0.2843|0.27192104|0.24768835|0.25212252|0.27419019|0.27536437|0.24489734|0.2617861|0.61004293|0.27879333|0.61903167|0.26790592|0.26161894|0.34743309|0.2767351|0.2592122|0.28361663|0.22433595|0.29324913|0.27912506|0.27516279|0.23287682|0.23603174|0.25515148|0.26496193|0.34709132|0.25974384|0.24487802|0.18081415|0.22030371|0.20714524|0.21721333|0.71031666|0.25915885|0.28781787|0.72334599|0.76500189|0.25552058|0.2495704|0.26172745|0.26905215|0.2452372|0.25145975|0.25767562|0.26370937|0.23608191|0.26770517|0.2606875|0.2548832|0.25672013|0.31288555|0.25292718|0.26094434|0.35892454|0.26399675|0.26514384|0.2294763|0.28608066|0.29171577|0.35010314|0.24050213|0.43501595|0.50482649|0.65509623|0.62370187|0.28649506|0.2273026|0.3364774|0.28236684|0.26081559|0.59065652|0.23871097|0.23276716|0.32466805|0.2655054|0.48320717|0.21418048|0.2558752|0.65480977|0.26339787|0.26990554|0.31212515|0.25887483|0.26844248|0.24218389|0.57780796|0.26460496|0.24635701|0.26843685|0.26808202|0.25994387|0.32744968|0.28838402|0.27447173|0.17598478|0.33725595|0.24125682|0.26983857|0.23938037|0.57983232|0.53440297|0.23329622|0.4868806|0.26401651|0.1483257|0.21308924|0.29044113|0.44728607|0.25835794|0.25576806|0.26126215|0.68540198|0.56299484|0.27321193|0.20875965|0.27518728|0.27797291|0.21611221|0.22860661|0.26555604|0.26868245|0.2638182|0.26481295|0.2608462|0.23456085|0.24957484|0.27679861|0.24862896|0.28480691|0.2120593|0.24840024|0.22622935|0.32261932|0.78977346|0.26290283|0.23657301|0.24093285|0.52165645|0.27124017|0.26967821|0.26510179|0.53609365|0.52361053|0.34753647|0.27533212|0.26673231|0.25879371|0.26751667|0.26688924|0.280193|0.20558488|0.27282625|0.25888222|0.27644411|0.27185482
Anguila|0.53000337|0.36950263|0.69810832|0.38676035|0.35110778|0.38022864|0.37953579|0.52131844|0.39013031|0.40463454|0.41308013|0.40513799|0.3538737|0.40718287|0.41832942|0.49930555|0.39451993|0.38363528|0.39205247|0.3981168|0.38370293|0.6615684|0.35441077|0.50452983|0.31989747|0.39091179|0.36836627|0.51527447|0.43491507|0.36461556|0.39751723|0.35644454|0.34383321|0.34251386|0.40836704|0.38792479|0.37927353|0.39517641|0.40262717|0.38214225|0.40659854|0.44022512|0.37248075|0.30981684|0.37460607|0.37321132|0.39131027|0.3245295|0.48105946|0.3325218|0.40484783|0.41636369|0.41138637|0.39832684|0.66726208|0.37129363|0.41068912|0.46547797|0.40344432|0.37646699|0.40802562|0.37747049|0.41200256|0.4085696|0.35761636|0.26599681|0.34842938|0.53539068|0.3648445|0.33434176|0.41409463|0.38784021|0.31734276|0.35746574|0.41514236|0.40556157|0.43184695|0.39644244|0.40719789|0.41583452|0.36533743|0.39562517|0.90961587|0.40735984|0.90961587|0.40344197|0.3919065|0.52240121|0.40980989|0.38493207|0.47077268|0.54619622|0.46380073|0.40364039|0.40223053|0.34655014|0.36659107|0.37786776|0.39758223|0.54789674|0.38378492|0.37182125|0.29581913|0.34481224|0.33057618|0.33790827|0.35800827|0.39703235|0.42392597|0.46196759|0.33766466|0.37440696|0.37504983|0.40777019|0.40160733|0.37783548|0.3767077|0.38583311|0.39940321|0.35641363|0.36443925|0.39450425|0.37848514|0.3899895|0.47247973|0.38170174|0.38597912|0.56371737|0.38730067|0.41905445|0.35786414|0.42878354|0.48941553|0.53576809|0.3641451|0.30164891|0.34717226|0.25014642|0.32504249|0.42610887|0.36937419|0.53300554|0.42025381|0.3965441|0.36005515|0.37207079|0.60669994|0.52166182|0.39767128|0.34224838|0.32713479|0.38336498|0.41480163|0.38811895|0.39328063|0.47901204|0.39470515|0.40151051|0.37645093|0.36342072|0.40748745|0.38720211|0.39332277|0.39258376|0.39007363|0.50923777|0.47657841|0.42511618|0.38291615|0.5285486|0.37697414|0.4060328|0.35829177|0.32455301|0.40133107|0.3771286|0.60847515|0.38964108|0.39941686|0.33799142|0.42184573|0.66708666|0.38412154|0.38515854|0.38453791|0.31871945|0.344565|0.40095767|0.33226565|0.48831648|0.42127442|0.33250538|0.36745542|0.39459601|0.41793597|0.40196389|0.39908165|0.39797071|0.35428232|0.37176478|0.40821534|0.37193197|0.41279167|0.32740241|0.36838812|0.34343955|0.53536296|0.37576911|0.39629945|0.37397993|0.34645766|0.33590278|0.39959159|0.40195972|0.39696747|0.35414067|0.35699949|0.51615942|0.46790987|0.40330726|0.39153948|0.40047526|0.39817095|0.4138265|0.3201316|0.40745249|0.41297328|0.40829253|0.42437357
Antigua y Barbuda|0.5323723|0.45744896|0.75347888|0.45235875|0.48565319|0.38260227|0.47008848|0.52367097|0.78521407|0.40702558|0.41545808|0.40749881|0.4458921|0.40956712|0.420708|0.50174153|0.39688301|0.50906223|0.52937102|0.4004949|0.48954278|0.66440582|0.43317026|0.50705665|0.44279927|0.39329082|0.45185858|0.40356368|0.43729609|0.43130052|0.51471508|0.35882625|0.43960026|0.41968364|0.59338546|0.48874068|0.47236294|0.50841993|0.54146504|0.38451734|0.40894848|0.4426651|0.46939042|0.38263553|0.47382262|0.49701029|0.50953579|0.4024139|0.48347703|0.51205409|0.52953994|0.56943107|0.41376767|0.4007355|0.66979086|0.33631581|0.41308242|0.46785855|0.4058404|0.46109444|0.77869624|0.48861939|0.41437152|0.36757901|0.4006362|0.37801194|0.50941181|0.53775519|0.47987589|0.41862014|0.51849478|0.39019424|0.42126566|0.45339799|0.53252041|0.40791261|0.43423|0.39882848|0.40955803|0.60776502|0.50972867|0.39801532|0.91245055|0.40973288|0.91245055|0.53508484|0.48591796|0.52478302|0.65615809|0.51690435|0.47313476|0.54906726|0.78268874|0.51398814|0.49207389|0.40189555|0.36897534|0.44581825|0.39994019|0.55028516|0.51037771|0.45350778|0.34893391|0.43315536|0.39166173|0.40019351|0.36488369|0.39941996|0.42631626|0.46434215|0.41062054|0.46405444|0.35508353|0.38019007|0.51648098|0.48583317|0.43575549|0.49874535|0.40176585|0.35880348|0.41134471|0.50033116|0.47163311|0.48197258|0.47487602|0.45789495|0.4840104|0.56612837|0.50452268|0.42145663|0.42225158|0.43119842|0.56867248|0.53814703|1.0|0.64463341|0.41988772|0.49721518|0.61523283|0.42849362|0.83278966|0.53536987|0.42264146|0.39891958|0.399198|0.66433537|0.69570708|0.52402878|0.50139529|0.45090264|0.46227115|0.46029907|0.41940975|0.50584412|0.39566234|0.48138621|0.50541663|0.37828591|0.431449|0.45172793|0.40986535|0.38956851|0.49965647|0.5201745|0.48526588|0.48170713|0.478921|0.42749992|0.43021429|0.53092134|0.37934956|0.54648244|0.46751523|0.39641982|0.40373057|0.79937917|0.54525763|0.51005584|0.5648815|0.46141815|0.58220148|0.66992408|0.50171763|0.52288878|0.48088482|0.46589524|0.39913121|0.4033134|0.40101406|0.49078715|0.42369267|0.40513375|0.42642075|0.50752062|0.42029917|0.50382483|0.4014616|0.40035409|0.43545935|0.46970409|0.51052469|0.69359982|0.52899361|0.40620494|0.44222757|0.4383167|0.53773022|0.45851013|0.3986491|0.37636489|0.44467455|0.415519|0.50572479|0.40430307|0.39932114|0.43432483|0.46982601|0.51872057|0.47025189|0.40567487|0.39388549|0.40282249|0.54877633|0.41620281|0.41418636|0.48371223|0.41537648|0.41065875|0.42675522
Arabia Saudita|0.21578526|0.15390703|0.48096314|0.51954317|0.6497134|0.15227763|0.15119182|0.19550893|0.15229666|0.15888003|0.17284279|0.16470556|0.64213008|0.16088672|0.17569891|0.17728604|0.15351062|0.14620586|0.98760897|0.14887586|0.5888164|0.29523003|0.12802798|0.20912455|0.4889369|0.15264297|0.15119502|0.56215751|0.17598245|0.64743686|0.16002055|0.4953633|0.13736171|0.51510262|0.16637905|0.15020344|0.14982577|0.1598924|0.16041677|0.66832328|0.16664016|0.17102611|0.60621178|0.71408063|0.15007006|0.1571486|0.15140259|0.54548669|0.15468647|0.68951774|0.15890518|0.16085462|0.16358419|0.157148|0.2996147|0.50460052|0.17558268|0.075704776|0.15194175|0.14941274|0.52376819|0.70569736|0.16728756|0.61882973|0.6295743|0.51631486|0.64911062|0.20659345|0.52871019|0.12091419|0.58873475|0.56058043|0.57453406|0.69118106|0.18189313|0.163085|0.51269001|0.081168741|0.16469181|0.17228957|0.55038536|0.15458435|0.45934844|0.087779857|0.46384281|0.58459741|0.64745164|0.20944692|0.079541087|0.53429133|0.16276892|0.12912406|0.073747411|0.17167285|0.17338654|0.48429617|0.74550617|0.082094625|0.15562299|0.21534863|0.1556517|0.5644455|0.5404253|0.7242505|0.65743333|0.49382681|0.68918693|0.15438437|0.17612071|0.15756525|0.63246346|0.54861355|0.65021044|0.58728385|0.16013661|0.14078824|0.15887496|0.15188938|0.15851256|0.52709997|0.15889899|0.14993337|0.57229936|0.15067559|0.18057097|0.15941714|0.15683989|0.23002511|0.1570431|0.15706369|0.80220509|0.17259218|0.17193584|0.21232852|0.61306059|0.90532231|0.50881547|0.50482655|0.54736483|0.17520067|0.51705337|0.2042529|0.17534474|0.15019749|0.63805401|0.51702929|0.50000322|0.20122051|0.15450798|0.4441269|0.59558654|0.57308608|0.16410825|0.15678371|0.092925444|0.17021227|0.14821482|0.16116142|0.14562014|0.51397258|0.62635905|0.55409908|0.076194376|0.15931602|0.57576555|0.19351274|0.16671239|0.16549365|0.55950528|0.21338648|0.1396119|0.15626046|0.14716125|0.560776|0.52682281|0.60624588|0.47132999|0.61091405|0.14348313|0.66448653|0.17883419|0.3029905|0.58543837|0.14683561|0.56854331|0.50303888|0.46010306|0.16403359|0.4956997|0.57083303|0.16648023|0.57497692|0.57634276|0.16125214|0.16119957|0.15985453|0.56759965|0.65981263|0.65702301|0.080312669|0.16967103|0.53152806|0.097146004|0.61493313|0.15125379|0.6430977|0.20587572|0.80604613|0.15416715|0.13871703|0.55307519|0.48327371|0.15996704|0.16364361|0.15607342|0.066597521|0.50961089|0.22562265|0.15145986|0.15893075|0.15256807|0.1612034|0.1581012|0.16951433|0.64170504|0.55398548|0.15296993|0.16650008|0.58166695
